0.04618055097240617,0.8333333333333333,0,0,0
0.04532491012599372,0.8333333333333333,0,0,0
0.19166666666666668,0.0656232341421417,0
0.2111111111111111,0.0656232341421417,1.0,0
1.0,0.0656232341421417,0.8333333333333333,0.41666666666666663
1.0,0.0656232341421417,0.8333333333333333,0.41666666666666663
1.0,0.0656232341421417,0.8333333333333333,0.5,0
0.04834364840507648,0.5,0
0.3005952380952381,0.05808355160245918,0,0
0.10851948217303453,0.37777777777777777,0,0,0,0
0.06846560754479307,0.5,0,0,0
0.07177461000656302,0,0,0
0.07218437745789688,0
0.07218437745789688,0
0.07226980476463853
